variant,source,e_explicit,m_explicit,f_explicit,e_could_be,m_could_be,f_could_be,e_score,m_score,f_score,e_max,m_max,f_max,d_min,d_max,zone,uncertain,question_tags,ins_number,compound_name,nutrient_class,dairy_product_subtype,milling_grade,oil_fraction,protein_fraction,sugar_form,language_tag,f_revised
concentrated milk solids,milk,NULL,concentrate,base ingredient,NULL,powder,NULL,0,0.4,0.12,0,0.42,0.12,0.168,0.174,1,False,False,,,,,,,,,,processed_ingredient
soya protein hydrolysate,soybean,?hydrolysis,protein concentrate,base ingredient,NULL,protein isolate,NULL,0.6,0.74,0.12,0.6,0.78,0.12,0.45,0.462,2,False,True,,,,,,,plant_protein,,,processed_ingredient
sugar substitute ins 960,stevia,NULL,powder,sweetener,NULL,NULL,NULL,0,0.42,0.625,0,0.42,0.625,0.376,0.376,2,False,False,960,steviol glycosides,,,,,,,,sweetener
high oleic sunflower oil,sunflower,NULL,oil,lipid base,cold pressing|solvent extraction|refining,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,high_oleic,,,,lipid base
anticaking agent ins 341,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,341,calcium phosphate,,,,,,,,anticaking agent
emulsifying salt ins 341,mineral,NULL,crystalline chemical,emulsifier,NULL,NULL,NULL,0,0.98,0.825,0,0.98,0.825,0.624,0.624,2,False,False,341,calcium phosphate,,,,,,,,emulsifier
anticaking agent ins 503,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,503,ammonium carbonate,,,,,,,,anticaking agent
raising agent ins 500 ii,mineral,NULL,crystalline chemical,raising agent,NULL,NULL,NULL,0,0.98,0.475,0,0.98,0.475,0.484,0.484,2,False,False,500,sodium carbonates,,,,,,,,raising agent
acidifying agent ins 330,synthetic | corn,fermentation,crystalline chemical,acidity regulator,NULL,NULL,antioxidant|preservative,0.56,0.98,0.86,0.56,0.98,0.885,0.806,0.816,3,False,False,330,citric acid,,,,,,,,acidity regulator
orange juice concentrate,orange,NULL,concentrate,flavouring agent,NULL,juice,NULL,0,0.4,0.675,0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent
skimmed milk concentrate,milk,skim/defatted meal,concentrate,base ingredient,NULL,powder,NULL,0,0.4,0.12,0,0.42,0.12,0.168,0.174,1,False,False,,,,,,,,,,processed_ingredient
whey protein concentrate,milk,NULL,protein concentrate,base ingredient,NULL,whey powder,NULL,0,0.74,0.12,0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,whey_concentrate,,,processed_ingredient
acidifying agent ins 260,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,260,acetic acid,,,,,,,,acidity regulator
acitifying agent ins 260,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,260,acetic acid,,,,,,,,acidity regulator
anticaking agent ins 551,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,551,silicon dioxide,,,,,,,,anticaking agent
anticaking agent ins 536,synthetic,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,536,,,,,,,,,anticaking agent
anticaking agent ins 541,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,541,,,,,,,,,anticaking agent
anticaking agent ins 553,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,553,magnesium silicate,,,,,,,,anticaking agent
concentrated apple juice,apple,NULL,concentrate,flavouring agent,NULL,juice,NULL,0,0.4,0.675,0,0.5,0.675,0.39,0.42,2,False,False,,,,,,,,,,flavouring agent
organic chamomile flower,chamomile,NULL,whole/fresh pieces,flavouring agent,NULL,cut/sliced pieces|powder,taste profile / spice,0,0.05,0.675,0,0.42,0.675,0.285,0.396,1,True,False,,,,,,,,,,flavouring agent
pasteurized skimmed milk,milk,pasteurization,skim/defatted meal,base ingredient,skim/defatted meal,NULL,NULL,0.48,0.55,0.12,0.48,0.55,0.12,0.357,0.357,2,False,False,,,,,,,,,,processed_ingredient
dried bark of cinnamomum,cinnamon,drying,NULL,taste profile / spice,NULL,powder,flavouring agent,0.42,0,0.18,0.42,0.42,0.675,0.198,0.522,1,True,False,,,,,,,,,,taste profile / spice
fat-reduced cocoa powder,cocoa,NULL,powder,base ingredient,NULL,skim/defatted meal,NULL,0,0.42,0.12,0,0.55,0.12,0.174,0.213,1,False,False,,,,,,,,,,processed_ingredient
vegetable oil cottonseed,cottonseed,NULL,oil,lipid base,cold pressing|refining|solvent extraction,NULL,NULL,0,0.7,0.22,0.82,0.7,0.22,0.298,0.544,1,True,False,,,,,,,,,,lipid base
flavour enhancer ins 627,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,627,disodium guanylate,,,,,,,,flavouring agent
flavour enhancer ins 631,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,631,disodium inosinate,,,,,,,,flavouring agent
flavouring agent ins 631,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,631,disodium inosinate,,,,,,,,flavouring agent
flavour enhancer ins 635,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,635,disodium 5-ribonucleotides,,,,,,,,flavouring agent
binding agent gum acacia,acacia,NULL,gum,binding agent|thickener|stabiliser,NULL,NULL,emulsifier,0,0,0.65,0,0,0.825,0.26,0.33,1,True,False,,,,,,,,,,binding agent|thickener|stabiliser
anticaking agent ins 414,acacia,NULL,gum,anticaking agent,NULL,NULL,thickener|stabiliser|emulsifier,0,0,0.85,0,0,0.85,0.34,0.34,2,False,False,414,acacia gum (gum arabic),,,,,,,,anticaking agent
flavour enhancer ins 620,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,620,glutamic acid,,,,,,,,flavouring agent
flavour enhancer ins 621,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,621,monosodium glutamate (MSG),,,,,,,,flavouring agent
flavour enhancer ins 629,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,629,calcium guanylate,,,,,,,,flavouring agent
flavour enhancer ins 630,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,630,inosinic acid,,,,,,,,flavouring agent
flavour enhancer ins 637,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,637,,,,,,,,,flavouring agent
flavour enhancer ins 508,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,NULL,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,508,potassium chloride,,,,,,,,flavouring agent
flour treatment ins 1100,aspergillus oryzae,NULL,NULL,flour treatment agent,NULL,powder,NULL,0,0,0.93,0,0.42,0.93,0.372,0.498,2,False,False,1100,alpha-amylase,,,,,,,,flour treatment agent
thickening agent ins 412,guar,NULL,gum,thickener,NULL,powder,stabiliser|emulsifier,0,0,0.615,0,0.42,0.825,0.246,0.456,1,True,False,412,guar gum,,,,,,,,thickener
concentrated jamun juice,jamun,NULL,juice|concentrate,flavouring agent,NULL,NULL,sweetener,0,0.5,0.675,0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent
emulsifier soya lecithin,soybean,solvent extraction,extract/oleoresin,emulsifier,NULL,NULL,NULL,0.82,0.86,0.825,0.82,0.86,0.825,0.834,0.834,3,False,False,,,,,,,,,,emulsifier
emulsifier soya lecothin,soybean,solvent extraction,extract/oleoresin,emulsifier,NULL,NULL,NULL,0.82,0.86,0.825,0.82,0.86,0.825,0.834,0.834,3,False,False,,,,,,,,,,emulsifier
concentrated lemon juice,lemon,NULL,juice|concentrate,flavouring agent,NULL,NULL,acidity regulator,0,0.5,0.675,0,0.5,0.86,0.42,0.494,2,False,False,,,,,,,,,,flavouring agent
milk protein concentrate,milk,NULL,protein concentrate,base ingredient,NULL,NULL,NULL,0,0.74,0.12,0,0.74,0.12,0.27,0.27,1,False,False,,,,,,,total_milk_protein,,,processed_ingredient
dehydrated potato flakes,potato,drying,flakes,base ingredient,NULL,NULL,NULL,0.42,0.36,0.12,0.42,0.36,0.12,0.282,0.282,1,False,False,,,,,,,,,,raw_agricultural_material
pyridoxine hydrochloride,synthetic,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,vitamin_water_soluble,,,,,,,fortification_agent
sugar substitute ins 420,corn | tapioca,NULL,crystalline chemical,sweetener|bulking agent,NULL,NULL,humectant,0,0.98,0.625,0,0.98,0.625,0.544,0.544,2,False,False,420,sorbitols,,,,,,refined_sucrose,,sweetener|bulking agent
ethylvanillin flavouring,synthetic,synthetic vanillin,crystalline chemical,flavouring agent,NULL,NULL,taste profile / spice,0.98,0.98,0.675,0.98,0.98,0.675,0.858,0.858,3,False,False,,,,,,,,,,flavouring agent
toasted watermelon seeds,watermelon,roasting,whole/fresh pieces,base ingredient,NULL,NULL,NULL,0.58,0.05,0.12,0.58,0.05,0.12,0.237,0.237,1,False,False,,,,,,,,,,raw_agricultural_material
cherry juice concentrate,cherry,NULL,juice|concentrate,flavouring agent,NULL,NULL,sweetener,0,0.5,0.675,0,0.5,0.675,0.42,0.42,2,False,False,,,,,,,,,,flavouring agent
emulsifying salt ins 341,mineral,NULL,crystalline chemical,emulsifier,NULL,NULL,NULL,0,0.98,0.825,0,0.98,0.825,0.624,0.624,2,False,False,341,calcium phosphate,,,,,,,,emulsifier
foam stabilizer ins 1505,quillaia saponaria,NULL,extract/oleoresin,stabiliser,NULL,NULL,foaming agent,0,0.86,0.65,0,0.86,0.725,0.518,0.548,2,False,False,1505,,,,,,,,,stabiliser
packaging gases nitrogen,synthetic,NULL,crystalline chemical,packaging gas,NULL,NULL,propellant,0,0.98,0.95,0,0.98,0.95,0.674,0.674,2,False,False,,,,,,,,,,packaging gas
batter thickener ins 1412,tapioca,NULL,modified starch powder,thickener,NULL,starch flour,NULL,0,0.96,0.615,0,0.96,0.615,0.534,0.534,2,False,False,1412,distarch phosphate,,,,,,,,thickener
concentrated fruit juices,apple | orange | mango,concentrate,juice,base ingredient,NULL,concentrate,flavouring agent,0,0.5,0.12,0,0.5,0.675,0.198,0.42,1,True,False,,,,,,,,,,raw_agricultural_material
chopped roasted hazelnuts,hazelnut,roasting,cut/sliced pieces,base ingredient,cut/sliced pieces,whole/fresh pieces,NULL,0.58,0.1,0.12,0.58,0.1,0.12,0.252,0.252,1,False,False,,,,,,,,,,raw_agricultural_material
anticaking agent ins 4700,synthetic,NULL,crystalline chemical,anticaking agent,NULL,emulsifier powder,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,4700,,,,,,,,,anticaking agent
sodium selenite angydrate,mineral,NULL,crystalline chemical,preservative,NULL,NULL,NULL,0,0.98,0.885,0,0.98,0.885,0.648,0.648,2,False,False,,,,,,,,,,preservative
zinc sulphate monohydrate,mineral,NULL,crystalline chemical,NULL,NULL,NULL,NULL,0,0.98,0,0,0.98,0,0.294,0.294,1,False,False,,,mineral_nutrient,,,,,,,fortification_agent
acidity regulator ins 261,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,preservative,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,261,potassium acetate,,,,,,,,acidity regulator
acidity regulator ins 262,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,preservative,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,262,sodium acetate,,,,,,,,acidity regulator
acidity regulator ins 290,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,preservative,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,290,carbon dioxide,,,,,,,,acidity regulator
acidity regulator ins 394,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,antioxidant|preservative,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,394,,,,,,,,,acidity regulator
acidity regulator ins 524,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,524,sodium hydroxide,,,,,,,,acidity regulator
acidity regulator ins 525,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,525,potassium hydroxide,,,,,,,,acidity regulator
acidity regulator ins 575,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,575,,,,,,,,,acidity regulator
acidity regulator ins e30,synthetic | corn,NULL,crystalline chemical,acidity regulator,fermentation,NULL,antioxidant|preservative,0,0.98,0.86,0.56,0.98,0.885,0.638,0.816,2,True,False,30,,,,,,,,,acidity regulator
acidity regulator ins 338,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,338,phosphoric acid,,,,,,,,acidity regulator
acidity regulator ins 341,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,341,calcium phosphate,,,,,,,,acidity regulator
acidity regulator ins 451,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,stabiliser,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,451,triphosphates,,,,,,,,acidity regulator
acidity regulator ins 339,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,stabiliser,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,339,sodium phosphate,,,,,,,,acidity regulator
acidity regulator ins 340,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,stabiliser,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,340,potassium phosphate,,,,,,,,acidity regulator
acidity regulator ins 503,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,raising agent,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,503,ammonium carbonate,,,,,,,,acidity regulator
acidity regulator ins 504,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,raising agent,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,504,magnesium carbonate,,,,,,,,acidity regulator
acidity regulator ins 501,mineral,NULL,crystalline chemical,acidity regulator,NULL,NULL,raising agent,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,501,potassium carbonate,,,,,,,,acidity regulator
sodium hydrogen carbonate,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,raising agent,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,,,,,,,,,,acidity regulator
acidity regulator ins 500,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,500,sodium carbonates,,,,,,,,acidity regulator
acidity regulator ins 330,synthetic | corn,fermentation,crystalline chemical,acidity regulator,NULL,NULL,antioxidant|preservative,0.56,0.98,0.86,0.56,0.98,0.885,0.806,0.816,3,False,False,330,citric acid,,,,,,,,acidity regulator
concentrated orange juice,orange,concentration,concentrate,flavouring agent,NULL,juice,sweetener|acidity regulator,0.48,0.4,0.675,0.48,0.5,0.86,0.534,0.638,2,False,False,,,,,,,,,,flavouring agent
acidity regulator ins 260,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,preservative,0,0.98,0.86,0,0.98,0.885,0.638,0.648,2,False,False,260,acetic acid,,,,,,,,acidity regulator
anticaking agent ins e551,mineral,NULL,crystalline chemical,anticaking agent,NULL,NULL,NULL,0,0.98,0.85,0,0.98,0.85,0.634,0.634,2,False,False,551,silicon dioxide,,,,,,,,anticaking agent
roasted and ground coffee,coffee,roasting,coarse grits,taste profile / spice,milling,powder,flavouring agent,0.58,0.3,0.18,0.58,0.42,0.675,0.336,0.57,2,False,False,,,,,,,,,,taste profile / spice
roasted bengal gram flour,bengal gram,roasting|milling,flour/fine powder,base ingredient,NULL,NULL,NULL,0.58,0.33,0.12,0.58,0.33,0.12,0.321,0.321,2,False,False,,,,,,,,,,raw_agricultural_material
desiccated coconut powder,coconut,drying,powder,base ingredient,NULL,NULL,NULL,0.42,0.42,0.12,0.42,0.42,0.12,0.3,0.3,2,False,False,,,,,,,,,,processed_ingredient
dehydrated coconut shreds,coconut,drying,cut/sliced pieces,base ingredient,NULL,NULL,NULL,0.42,0.1,0.12,0.42,0.1,0.12,0.204,0.204,1,False,False,,,,,,,,,,raw_agricultural_material
coconut water concentrate,coconut,concentration,concentrate,base ingredient,NULL,juice,NULL,0.48,0.4,0.12,0.48,0.5,0.12,0.312,0.342,2,False,False,,,,,,,,,,processed_ingredient
flavour enhancer ins 6351,synthetic,NULL,crystalline chemical,flavouring agent,NULL,NULL,taste profile / spice,0,0.98,0.675,0,0.98,0.675,0.564,0.564,2,False,False,6351,,,,,,,,,flavouring agent
stabilising agent ins 414,acacia tree,NULL,gum,stabiliser|thickener|gelling agent,NULL,powder,emulsifier,0,0,0.675,0,0.42,0.825,0.27,0.456,1,True,False,414,acacia gum (gum arabic),,,,,,,,stabiliser|thickener|gelling agent
flavour enhancer ins 1101,synthetic,?hydrolysis,powder,flavouring agent,NULL,NULL,NULL,0.6,0.42,0.675,0.6,0.42,0.675,0.576,0.576,2,False,True,1101,proteases,,,,,,,,flavouring agent
ammonium chloride ins 510,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,510,,,,,,,,,acidity regulator
garcinia cambogia extract,garcinia cambogia,solvent extraction,extract/oleoresin,flavouring agent,NULL,NULL,NULL,0.82,0.86,0.675,0.82,0.86,0.675,0.774,0.774,3,False,False,,,,,,,,,,flavouring agent
stabilising agent ins 445,pine resin,NULL,NULL,stabiliser|emulsifier,NULL,NULL,thickener|gelling agent,0,0,0.825,0,0,0.825,0.33,0.33,2,False,False,445,glycerol esters of wood rosin,,,,,,,,stabiliser|emulsifier
cardamom seeds flavouring,cardamom,NULL,whole/fresh pieces,taste profile / spice,drying,powder,flavouring agent,0,0.05,0.18,0.42,0.42,0.675,0.087,0.522,1,True,False,,,,,,,,,,taste profile / spice
emulsifying agent ins 412,guar bean,NULL,powder,emulsifier,NULL,NULL,stabiliser|thickener|gelling agent,0,0.42,0.825,0,0.42,0.825,0.456,0.456,2,False,False,412,guar gum,,,,,,,,emulsifier
stabilizing agent ins 412,guar bean,NULL,powder,stabiliser|thickener|gelling agent,NULL,NULL,emulsifier,0,0.42,0.675,0,0.42,0.825,0.396,0.456,2,False,False,412,guar gum,,,,,,,,stabiliser|thickener|gelling agent
hydrolysed ground protein,groundnut,?hydrolysis,protein concentrate,base ingredient,NULL,NULL,NULL,0.6,0.74,0.12,0.6,0.74,0.12,0.45,0.45,2,False,True,,,,,,,hydrolysate,,,processed_ingredient
acidity regulator ins 270,synthetic | corn,fermentation,crystalline chemical,acidity regulator,NULL,NULL,preservative,0.56,0.98,0.86,0.56,0.98,0.885,0.806,0.816,3,False,False,270,lactic acid,,,,,,,,acidity regulator
lactobacillus acidophilus,synthetic,fermentation,powder,preservative,NULL,NULL,NULL,0.56,0.42,0.885,0.56,0.42,0.885,0.648,0.648,2,False,False,,,,,,,,,,preservative
emulsifier soya lecithins,soybean,solvent extraction,extract/oleoresin,emulsifier,NULL,NULL,NULL,0.82,0.86,0.825,0.82,0.86,0.825,0.834,0.834,3,False,False,,,,,,,,,,emulsifier
emulsifier – lecithin soy,soybean,solvent extraction,extract/oleoresin,emulsifier,NULL,NULL,NULL,0.82,0.86,0.825,0.82,0.86,0.825,0.834,0.834,3,False,False,,,,,,,,,,emulsifier
mosambi juice concentrate,mosambi,concentration,concentrate,flavouring agent,NULL,juice,acidity regulator,0.48,0.4,0.675,0.48,0.5,0.86,0.534,0.638,2,False,False,,,,,,,,,,flavouring agent
acidity regulator ins 196,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,196,,,,,,,,,acidity regulator
acidity regulator ins 296,synthetic,NULL,crystalline chemical,acidity regulator,NULL,NULL,NULL,0,0.98,0.86,0,0.98,0.86,0.638,0.638,2,False,False,296,malic acid,,,,,,,,acidity regulator
stabilising agent ins 471,palm | soybean | sunflower,NULL,NULL,stabiliser|emulsifier,NULL,NULL,NULL,0,0,0.825,0,0,0.825,0.33,0.33,2,False,False,471,mono- and diglycerides of fatty acids,,,,,,,,stabiliser|emulsifier
stabilizing agent ins 471,palm | soybean | sunflower,NULL,NULL,stabiliser|emulsifier,NULL,NULL,NULL,0,0,0.825,0,0,0.825,0.33,0.33,2,False,False,471,mono- and diglycerides of fatty acids,,,,,,,,stabiliser|emulsifier
parsley powder flavouring,parsley,NULL,powder,flavouring agent,drying,NULL,taste profile / spice,0,0.42,0.675,0.42,0.42,0.675,0.396,0.522,2,False,False,,,,,,,,,,flavouring agent
stabilizing agent ins 440,apple | citrus,NULL,NULL,stabiliser|gelling agent,NULL,gelling agent,thickener,0,0,0.675,0,0,0.675,0.27,0.27,1,False,False,440,pectins,,,,,,,,stabiliser|gelling agent
stabilizing agent ins 401,seaweed,NULL,NULL,stabiliser|gelling agent,NULL,gelling agent,thickener,0,0,0.675,0,0,0.675,0.27,0.27,1,False,False,401,sodium alginate,,,,,,,,stabiliser|gelling agent
acidity regulator ins 331,synthetic | corn,fermentation,crystalline chemical,acidity regulator,NULL,NULL,NULL,0.56,0.98,0.86,0.56,0.98,0.86,0.806,0.806,3,False,False,331,sodium citrate,,,,,,,,acidity regulator
